%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
2.0, 59.02310110069811, -8.138022303581238, 73.49651392921805, -128.88443227298558, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143774319E9, 0.0, 2022-03-18 12:03:34.377
2.0, -6.8552366187796, -41.647525906562805, -23.7895036181435, 65.13035772833973, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143774319E9, 0.0, 2022-03-18 12:03:34.377
3.0, 41.18751821201295, 19.226825672201812, 68.94879558309913, -133.42467081919312, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143918667E9, 0.0, 2022-03-18 12:03:34.391
3.0, 46.498176149092615, -57.24290872178972, 29.489111150614917, -25.79782989434898, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143918667E9, 0.0, 2022-03-18 12:03:34.391
4.0, 1.1369295865297318, -65.33605222590268, -28.62145436089486, 90.008172233589, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143926084E9, 0.0, 2022-03-18 12:03:34.392
4.0, 15.28871101886034, 29.642447048798203, 38.27413614653051, -87.3752826647833, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302143926084E9, 0.0, 2022-03-18 12:03:34.392
5.0, 58.69025000464171, -36.871673663146794, 58.25642160978168, -78.45936117041856, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144061985E9, 0.0, 2022-03-18 12:03:34.406
5.0, 14.335036530159414, -70.80004606116563, -17.188580196350813, 74.14351662155241, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144061985E9, 0.0, 2022-03-18 12:03:34.406
6.0, -2.498253170400858, 3.8109580548480153, -0.3178914962336421, -1.8362908782437444, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144218802E9, 0.0, 2022-03-18 12:03:34.421
6.0, 57.0633935239166, -11.369295865297318, 74.3305116193369, -126.36373970285058, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144218802E9, 0.0, 2022-03-18 12:03:34.421
7.0, 27.7537975711748, -61.04264707677066, 2.053205075673759, 32.93355900980532, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144226117E9, 0.0, 2022-03-18 12:03:34.422
7.0, -6.754259319975972, -38.95105803851038, -22.723632130771875, 64.5132742356509, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144226117E9, 0.0, 2022-03-18 12:03:34.422
8.0, 38.879999939352274, 19.039830674417317, 62.76674095634371, -127.42587129026651, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214436196E9, 0.0, 2022-03-18 12:03:34.436
8.0, 46.29248165152967, -58.46211610734463, 31.071088831871748, -24.301869912073016, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214436196E9, 0.0, 2022-03-18 12:03:34.436
9.0, -0.7031011916697025, -63.350165349431336, -30.080015343613923, 92.73081940133125, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144519336E9, 0.0, 2022-03-18 12:03:34.451
9.0, 17.087602897547185, 30.9401923334226, 36.2770295701921, -89.61922263819724, 0.144000006839633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144519336E9, 0.0, 2022-03-18 12:03:34.451
10.0, 58.521954506635666, -39.665378930047154, 53.697483563795686, -79.68978825584054, 0.144000006839633, 0.0, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144526067E9, 0.0, 2022-03-18 12:03:34.452
10.0, 15.7113197138533, -71.57046545203775, -18.602262379601598, 74.8503577131778, 0.144000006839633, 0.0, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144526067E9, 0.0, 2022-03-18 12:03:34.452
11.0, -3.018099264241755, 5.142362439073622, 2.1055636750534177, -3.8820161540061235, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144662044E9, 0.0, 2022-03-18 12:03:34.466
11.0, 59.12781829945743, -10.770911872386932, 74.63718341570348, -127.95319718401879, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144662044E9, 0.0, 2022-03-18 12:03:34.466
12.0, 28.10160826705396, -61.57371287047863, 3.661362056620419, 28.53917656186968, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144819489E9, 0.0, 2022-03-18 12:03:34.481
12.0, -5.400415536016226, -39.76261632889509, -23.565109620802104, 67.00030770618469, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302144819489E9, 0.0, 2022-03-18 12:03:34.481
13.0, 41.647525906562805, 19.74667176604271, 64.87230463139713, -131.5397612415254, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214482594E9, 0.0, 2022-03-18 12:03:34.482
13.0, 43.49129658471793, -55.86662553809583, 31.691912224516273, -19.099669073708355, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214482594E9, 0.0, 2022-03-18 12:03:34.482
14.0, -0.5759445931762457, -65.89703721925616, -30.663439736701548, 93.80417068861425, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214496199E9, 0.0, 2022-03-18 12:03:34.496
14.0, 18.796737177297473, 30.895313533954322, 39.31756823416799, -90.707533525303, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214496199E9, 0.0, 2022-03-18 12:03:34.496
15.0, 62.602185358293355, -42.30948819871992, 58.43219690769911, -80.87907644174993, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145119264E9, 0.0, 2022-03-18 12:03:34.511
15.0, 14.757645225152373, -72.36332424264401, -16.56775680370629, 73.58253162819892, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145119264E9, 0.0, 2022-03-18 12:03:34.511
16.0, -2.905902265571058, 5.845463630743325, 4.162508650682867, -11.358076165430248, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145125911E9, 0.0, 2022-03-18 12:03:34.512
16.0, 58.49577520694584, -9.996752581559122, 77.10177748650312, -126.57317410036922, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145125911E9, 0.0, 2022-03-18 12:03:34.512
17.0, 26.17181988991797, -63.036013753153384, 1.1107502868399024, 30.21091184206307, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145262477E9, 0.0, 2022-03-18 12:03:34.526
17.0, -7.405001912266016, -37.275582858361304, -21.455806045792997, 64.72644853312522, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145262477E9, 0.0, 2022-03-18 12:03:34.526
18.0, 39.52326273173094, 22.465579033829272, 67.71836849767715, -131.60707944072783, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214542025E9, 0.0, 2022-03-18 12:03:34.542
18.0, 45.731496658176184, -56.543547430075705, 32.73908421210945, -20.10196226183325, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.647630214542025E9, 0.0, 2022-03-18 12:03:34.542
19.0, -0.8938360894098878, -66.2560676150024, -32.17435931880027, 92.0426778094843, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145426002E9, 0.0, 2022-03-18 12:03:34.542
19.0, 19.982285463251173, 33.78999609965831, 37.85900725144893, -93.48253929242492, 0.144000006839633, 0.25600001215934753, 0.944000044837594, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6476302145426002E9, 0.0, 2022-03-18 12:03:34.542
